row ID,row m/z,row retention time,20220513_PMA_DBGI_01_04_001.mzML Peak area,20220513_PMA_DBGI_01_04_002.mzML Peak area,20220513_PMA_DBGI_01_04_004.mzML Peak area,20220513_PMA_DBGI_01_04_007.mzML Peak area,20220513_PMA_DBGI_01_04_012.mzML Peak area,20220513_PMA_DBGI_01_04_013.mzML Peak area,20220513_PMA_DBGI_01_04_016.mzML Peak area,20220513_PMA_DBGI_01_04_018.mzML Peak area,20220513_PMA_DBGI_01_04_019.mzML Peak area,20220513_PMA_DBGI_01_04_021.mzML Peak area,20220513_PMA_DBGI_01_04_023.mzML Peak area,20220513_PMA_DBGI_01_04_024.mzML Peak area,20220513_PMA_DBGI_01_04_025.mzML Peak area,20220513_PMA_DBGI_01_04_026.mzML Peak area,20220513_PMA_DBGI_01_04_027.mzML Peak area,20220513_PMA_DBGI_01_04_028.mzML Peak area,20220513_PMA_DBGI_01_04_029.mzML Peak area,20220513_PMA_DBGI_01_04_035.mzML Peak area,20220513_PMA_DBGI_01_04_036.mzML Peak area,20220513_PMA_DBGI_01_04_037.mzML Peak area,20220513_PMA_DBGI_01_04_038.mzML Peak area,20220513_PMA_DBGI_01_04_040.mzML Peak area,20220513_PMA_DBGI_01_04_044.mzML Peak area,20220513_PMA_DBGI_01_04_045.mzML Peak area,20220513_PMA_DBGI_01_04_048.mzML Peak area,20220513_PMA_DBGI_01_04_049.mzML Peak area,20220513_PMA_DBGI_01_04_053.mzML Peak area,20220513_PMA_DBGI_01_04_054.mzML Peak area,20220513_PMA_DBGI_01_04_056.mzML Peak area,20220513_PMA_DBGI_01_04_059.mzML Peak area,20220513_PMA_DBGI_01_04_060.mzML Peak area,20220513_PMA_DBGI_01_04_062.mzML Peak area,20220513_PMA_DBGI_01_04_074.mzML Peak area,20220513_PMA_DBGI_01_04_076.mzML Peak area,20220513_PMA_DBGI_01_04_077.mzML Peak area,20220513_PMA_DBGI_01_04_078.mzML Peak area,20220513_PMA_DBGI_01_04_079.mzML Peak area,20220513_PMA_DBGI_01_04_087.mzML Peak area,20220513_PMA_DBGI_01_11_001.mzML Peak area,20220513_PMA_DBGI_01_11_002.mzML Peak area,20220513_PMA_DBGI_01_11_003.mzML Peak area,20220513_PMA_DBGI_01_11_004.mzML Peak area,20220513_PMA_DBGI_01_11_005.mzML Peak area,20220513_PMA_DBGI_01_11_006.mzML Peak area,20220513_PMA_DBGI_01_11_007.mzML Peak area,20220513_PMA_DBGI_01_11_008.mzML Peak area,20220513_PMA_DBGI_01_11_009.mzML Peak area,20220513_PMA_DBGI_01_11_010.mzML Peak area,20220513_PMA_DBGI_01_11_011.mzML Peak area,20220513_PMA_DBGI_01_11_012.mzML Peak area,20220513_PMA_DBGI_01_11_013.mzML Peak area,20220513_PMA_DBGI_01_11_014.mzML Peak area,20220513_PMA_DBGI_01_11_015.mzML Peak area,20220513_PMA_DBGI_01_11_016.mzML Peak area,20220513_PMA_DBGI_01_11_017.mzML Peak area,20220513_PMA_DBGI_01_11_018.mzML Peak area,20220513_PMA_DBGI_01_11_019.mzML Peak area,20220513_PMA_DBGI_01_11_020.mzML Peak area,20220513_PMA_DBGI_01_11_021.mzML Peak area,20220513_PMA_DBGI_01_11_022.mzML Peak area,20220513_PMA_DBGI_01_11_023.mzML Peak area,20220513_PMA_DBGI_01_11_024.mzML Peak area,20220513_PMA_DBGI_01_11_025.mzML Peak area,20220513_PMA_DBGI_01_11_026.mzML Peak area,20220513_PMA_DBGI_01_11_027.mzML Peak area,20220513_PMA_DBGI_01_11_028.mzML Peak area,20220513_PMA_DBGI_01_11_029.mzML Peak area,20220513_PMA_DBGI_01_11_030.mzML Peak area,20220513_PMA_DBGI_01_11_031.mzML Peak area,20220513_PMA_DBGI_01_11_032.mzML Peak area,20220513_PMA_DBGI_01_11_033.mzML Peak area,20220513_PMA_DBGI_01_11_034.mzML Peak area,20220513_PMA_DBGI_01_11_035.mzML Peak area,20220513_PMA_DBGI_01_11_036.mzML Peak area,20220513_PMA_DBGI_01_11_037.mzML Peak area,20220513_PMA_DBGI_01_11_038.mzML Peak area,20220513_PMA_DBGI_01_11_039.mzML Peak area,20220513_PMA_DBGI_01_11_040.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl01.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl01_20220514021041.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl02.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl02_20220514022633.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl03.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl03_20220514024225.mzML Peak area,
888,465.2078450520833,0.6625812833333333,0,3761548.9488562103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8294541.4792791,0,0,0,0,0,1838174.8951980006,0,0,0,0,0,2132326.5286821527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2113754232226767E7,0,0,0,0,0,0,0,1511197.117337814,0,0,0,0,0,0,
891,147.04396958784625,2.1359367863636365,0,2242995.0104463766,1.0007822344494428E8,0,0,0,0,9584981.02014,0,0,2.8049862284067284E7,4.1419192819721654E7,0,0,0,1.0551072447932791E7,0,0,0,0,0,0,0,7957234.37193657,0,0,0,2.945118428220612E7,0,0,0,0,0,0,5119360.830039543,1602595.092655032,6791962.773314982,0,0,0,1.072839995478694E8,0,0,0,0,2263391.6783128064,0,0,2.7759080120829657E7,0,0,0,0,0,9547486.26531244,0,0,0,0,0,0,3431201.729259081,0,0,1.3187856424132863E7,0,0,0,0,3.104976399012717E7,0,0,3933717.7762140054,0,6265457.506728548,2.4501713202387106E7,0,9.697006990339163E7,0,0,0,0,0,0,
892,144.10184581859693,0.6555971343243242,0,9089589.289912725,0,0,0,0,0,0,5864278.306029807,0,0,0,5970167.303555363,2487818.601539242,8855346.924196139,3594134.852229002,3.8393764915105484E7,0,0,0,1.3050473685789758E7,0,0,3533138.295967889,0,2.492897466758205E9,0,0,1.5303232731886275E7,0,0,4348677.921317591,6145752.505216089,1.0016014208913919E7,6446121.525744809,0,0,4988157.720190424,2988953.030844357,0,0,6213018.509514316,0,0,0,1.0362781511046351E8,2.7141185347612745E8,0,0,4330570.313993813,8007325.029048413,0,2878490.792295997,4.077497470232287E7,8267177.480940242,6986353.340623413,0,0,3426701.837076484,3936657.3381531374,0,0,1.1296712025132475E9,4514855.557712062,0,1.37400752523961E8,0,0,6742190.7108486695,9584637.051525738,3.981929433374146E8,0,1.6943312200223643E7,0,0,9401856.395597832,6099349.36308179,0,0,0,0,0,0,0,
893,445.36771979698767,11.486352269230768,0,2747221.2875512578,0,0,0,4272116.274811905,0,1267696.4095181096,0,1915900.5868387485,0,0,1.02006880898063E7,5536899.8488892885,0,0,0,0,0,6110372.416194365,0,0,0,0,3071593.426597488,2429466.0518776015,4547124.522058114,1943019.7223775017,0,3094792.1839742814,0,0,0,6468896.406221266,2100007.0873293444,0,0,7022995.109746907,0,3770569.195186868,0,0,0,3857637.70364062,0,0,0,2149632.2306287517,2235251.17166064,878688.4724222106,0,0,0,2414848.657648122,0,0,6563395.9095918555,0,2807799.5594624984,0,0,0,5797552.876314422,0,0,3528343.432959345,0,0,0,0,0,0,0,0,0,5260562.357118799,0,0,0,0,0,0,0,0,
894,620.2637057834202,9.502860522222223,0,2280320.0822667833,0,0,0,1731109.6178160326,0,0,0,5281918.051797984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064637.0569213568,0,1211570.0892860482,0,0,0,0,0,0,0,0,0,0,0,0,2554694.246227116,0,0,0,0,0,0,0,3985509.742527793,0,0,0,0,0,0,0,0,0,0,0,0,0,3004470.585234336,3220722.3352237064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
895,615.4981002807617,11.22742325,0,2151548.789529416,0,0,0,1499906.6217206782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191411.7092938197,1900307.500125019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
896,441.3726501464844,10.018545675000002,0,2632259.7018453553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8321088.314586499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676416.3704000004,0,1186048.5247865587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
897,132.10200119018555,0.6388445390000002,0,4742843.379857006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173573.33913469,0,7480237.324469756,0,0,0,0,0,0,0,0,0,0,7188174.137005588,0,0,0,0,0,0,5866044.779545575,0,0,0,0,0,0,0,0,0,0,1949652.489488328,0,4163287.0153804887,0,0,0,1.1563295438187936E7,0,8562675.690792669,0,0,0,0,0,0,0,0,0,0,0,7737457.874313241,0,0,0,0,0,0,0,0,0,0,0,0,0,
898,235.95193481445312,0.50313029375,0,3779407.578867451,0,0,0,0,0,2896203.136985071,0,0,0,0,0,2100892.515576541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3983758.8595164777,0,2360149.966522799,0,0,0,0,0,0,0,0,1990642.6371035802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324199.574568437,0,0,0,0,0,0,0,0,0,2705354.981552007,0,0,0,0,0,0,
900,607.2914079938616,10.890069428571431,0,5051130.346430619,0,0,0,3895881.2474718364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875992.930951261,3093800.3307046704,0,0,0,0,0,0,0,0,0,0,0,0,4090943.3003137456,0,0,0,0,0,0,0,0,0,3414275.3681044066,0,0,0,0,0,0,0,0,0,0,0,0,0,3928138.0722693563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
901,263.9468252999442,0.5008954,0,3719166.1112337196,0,0,0,0,0,2862542.452048274,0,0,0,0,0,2024777.0424682284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792829.1941246525,0,2183089.663167093,0,0,0,0,0,0,0,0,1929959.8364412738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165708.44005015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
902,183.08623722621374,0.6392351,0,3876616.5632480998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1364013704108545E8,0,0,0,0,0,0,0,5834855.331965192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.796477938045597E8,0,0,1.817564289931429E7,0,0,0,1.3566669644217327E7,6493962.198890153,0,0,0,0,0,0,0,0,0,0,0,0,0,
903,355.2841389973958,7.4390845,0,1397674.9105038836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4158387.755647727,0,0,0,0,0,0,0,0,0,0,0,2045259.9778448027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
904,445.3677175421464,11.78355642105263,0,1797846.8444156493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5357880.692312852,0,1933412.220142522,8356600.308260614,2719095.1616943446,1.2142099511677695E7,4405190.370913081,1.051564880643559E7,0,6103469.541944963,0,1974537.2736956656,1000685.845226235,0,0,5353715.715997575,2696635.0445775418,0,4699665.741281295,0,0,2652642.4740900183,0,1945443.4607231545,4159142.6456624963,2438288.025436937,0,0,0,0,0,0,0,0,0,0,0,3667030.939907884,0,0,0,0,0,0,0,0,
905,246.06071296105017,0.6401614361538461,0,4710415.382103564,0,7.240547279603995E7,0,0,0,0,0,0,0,0,0,0,0,0,1.45377728770892E7,0,0,0,0,0,2.9144398815581534E7,0,0,7248446.692003183,0,0,0,0,0,0,0,0,0,0,0,2.697925414597743E7,2696480.4091859665,6563452.531998204,0,5.182319201686888E7,0,0,0,0,0,0,0,0,0,0,0,1.7403230021403853E7,0,0,0,0,0,5.239047990154005E7,0,0,9073767.315322142,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7634804309070572E7,0,0,0,0,0,0,0,
906,961.5854263305664,11.311972375,0,2332523.3879475277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396653.811041814,3138909.272101804,0,0,0,5013581.246158161,0,0,0,3836177.2426668936,0,0,0,0,2268717.137641907,0,0,0,0,0,2482795.879329367,3458399.305233827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
909,986.6043090820312,9.6147438,0,2542648.3860285725,0,0,0,0,5176531.691303414,0,0,0,0,0,1.2272538877958504E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922400.487085978,0,0,0,0,0,0,0,0,0,2169158.5370679395,0,0,0,1321036.0552158952,1661232.6631734087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
910,427.3935317993164,9.86630085,0,1547276.080367054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4198615.320077966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
911,539.3190133231027,8.055467485714287,0,1114644.9555502657,0,0,0,0,2163518.015094164,0,1.021160595021599E7,0,0,0,0,0,0,0,0,0,0,0,0,1930754.442133553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6966418929395366E7,0,0,0,0,0,0,0,0,0,0,2477227.5301865013,0,0,5901211.833399671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
912,144.99742327238383,0.7307407042105265,0,4820191.961435814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697321.926909937,0,0,0,7168887.242665299,5088287.457184716,0,0,3172108.5547574637,0,0,3739049.742608007,0,0,0,0,0,0,0,0,0,0,0,3721965.5782332043,0,0,0,0,0,0,5944307.871135225,0,0,0,0,7305497.300723119,5045351.4525892325,6825875.839771863,7282775.28203236,6549284.736687917,0,0,0,1.7750761398144633E7,1.3711019330929684E7,1.792596908973685E7,1.2943004714103658E7,2.0322375889121916E7,1.4977453166584672E7,
913,289.24859619140625,4.8753807375,0,1241978.9129680956,0,0,0,0,0,0,0,0,2468235.9150228733,0,0,0,0,0,1532936.8451739727,0,0,0,0,0,0,0,1330183.219339309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890873.643205754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301267.1755801276,0,0,2298621.2068550447,0,1702415.2136125867,0,0,0,0,0,0,0,0,0,
914,217.1586456298828,6.1831828,0,1086209.4085552571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
915,211.06346893310547,0.8876374499999999,0,4340992.205636691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427809487266502E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
916,621.2706654866537,9.629705633333332,0,1334054.2990719283,0,0,0,0,0,0,0,1.732471317937737E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153342.4820528808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.819922417238515E7,0,0,0,0,0,0,0,0,0,0,0,0,0,7626608.128700652,4435039.91875648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
917,175.11886335100448,0.6021883317142855,0,5630755.0457974505,0,0,5401482.94967755,0,0,1.934575312174166E8,2.1372055939291074E9,7842026.117640859,0,5549442.3847498465,0,1.5515903399090828E7,0,0,4.460773562922141E7,0,0,6323264.205899516,1.5484709698321316E8,4.168653230721207E7,1.4147024545585893E7,2.4089999029306807E7,5.936608513641609E7,0,7215541.623977366,0,2.8927530260758953E9,4928588.133566495,5096549.109129638,0,0,0,0,0,0,2.272158685085482E8,0,7559856.152707368,0,7.026514807763265E7,0,0,1.9686299620965227E7,1.4201424981045324E8,0,3.406470697493737E7,6533703.093097109,0,6872980.636427676,0,1.5233879987557722E7,4935778.140305887,0,0,3.928111064270849E7,1.3907441268157898E7,1.4446073571329546E8,0,0,5.093555338631902E7,0,0,1.3253818069405362E7,0,0,0,0,0,0,0,0,0,0,0,1.90003441854429E8,8038892.285516152,0,0,0,0,0,0,
918,181.12214533487955,9.728911433333332,0,1730566.5154980894,0,819466.3114617836,0,0,0,0,0,0,0,0,1075778.6459103979,0,0,0,0,0,0,0,0,3023803.983185425,0,0,0,0,0,0,0,0,0,2143343.742591951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300258.6671507598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
919,172.99220339457193,0.7440452866666667,0,4174795.064056051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6717668.4009564435,4009471.9277726933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3370005.820368775,0,0,0,0,0,0,5709422.112241595,0,0,0,0,6690264.110678269,4023856.1065872386,6131026.499680993,6701596.391309401,4116394.864739397,0,0,0,0,1.4733386049877122E7,0,1.3232259565769289E7,0,0,
920,534.3637451171875,8.05589376,0,1055472.4153466416,0,0,0,0,0,0,9516834.299599487,0,0,0,0,0,0,0,0,0,0,0,0,1738400.9904022973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0186356537049472E7,0,0,0,0,0,0,0,0,0,0,1328038.2255292078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
921,152.05660775991586,0.6544623161538461,0,3084395.3142799656,0,0,0,0,0,2890630.900241381,1.1434646559897471E7,3.1634932919980075E7,0,0,4647403.062426131,5218130.132555343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619193.9788607964,0,0,0,0,0,0,3118319.0714417053,0,0,0,0,0,4957919.814379988,0,0,0,0,0,5358709.311370469,0,0,0,2263320.801153094,0,0,0,3205702.014086882,0,0,0,0,0,0,0,0,0,2585459.277146195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
922,427.3935089111328,9.7952104,0,1245531.9932425949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648777.471005545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
923,818.5776774088541,11.262084952380953,0,1228656.7924312,2031824.6166543895,0,1402001.194136303,1729377.138358084,2089511.611616278,0,0,0,1743368.7360675123,2055821.257627489,1660299.7331756223,0,1814756.5417537673,2202618.1435987223,1499228.0187731609,0,0,1643904.970376276,1723869.8094843247,1604666.4611099188,0,1840241.206033083,0,0,0,1177522.673280013,0,0,0,1436109.6888600327,0,1706671.7818950408,0,0,0,2005851.9889687314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337790.494079379,0,0,0,0,0,0,1597275.2977969267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
924,375.268566584183,8.566917842372883,0,1062366.2982894636,0,0,1802973.8352700996,4594239.968629741,3263582.410676974,5856613.9886589255,1223269.3181214724,1.5677959453978367E7,1945228.0142508866,3755825.779613657,0,1.1109778296264976E7,3362611.416595964,2270517.652482193,0,2870680.835793161,6545401.213812911,3752673.9938456267,4150028.47616862,2658836.2086638315,2415705.0321479742,9864775.41673335,1.283258612201932E7,1700254.2320610045,935619.1755390344,0,0,1374681.5552463518,1481236.41215199,1996803.1256715278,2484157.224638207,4456281.781216857,3204582.414248219,1354558.2672326565,1523169.9386245725,1.063515046475244E7,2707782.386314508,3082068.003643643,0,1573105.8734590937,1117167.8175452766,2545168.933044468,5311217.814067196,0,1941275.1397362943,1.2517606650088208E7,1980300.7143594192,1665050.1688851223,0,0,2932447.239706268,0,0,3654760.0888825487,2744888.398773042,1393600.0026350121,9118550.292275239,1443508.3031066211,0,3100258.763390044,3856577.6981210248,2498594.4536097245,3319916.2989014066,0,0,0,5150457.586757464,3377045.950718545,1242464.1682141859,1010587.498382255,1134478.9406276883,0,1909288.8185291921,2888019.231870898,2043763.2020585581,0,0,0,0,0,0,0,
926,613.4827880859375,11.881997,0,1228603.129222468,0,0,0,0,3420898.5300206994,3787883.240300533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
928,301.1410084600034,8.010658952173914,0,1216610.5602202192,0,0,0,1319635.4854257875,0,0,0,0,1028721.7967246248,872750.2595619131,0,847164.3316297716,1105444.7866425174,1192562.9909223712,1247331.1858794251,0,1537237.9472189727,0,0,0,1295818.7999630952,0,0,0,0,0,1466965.7907615167,0,0,0,0,0,1366749.3218673612,1524449.4405651004,1281093.1098912745,0,1799957.8303391733,0,0,0,0,0,0,0,0,0,0,0,0,0,1074381.6103235856,0,773666.5084340838,1078584.189825402,0,1070175.3918303938,0,967110.3860804786,947588.0765771129,0,0,0,0,0,0,0,0,0,0,0,1130855.4495076963,0,1248508.853797675,0,0,0,0,0,0,0,0,0,
929,176.0916945513557,1.016796496470588,0,2938260.3235070603,0,0,0,0,0,7832126.031359665,0,6109858.523960171,3681026.8158596265,0,5615875.905358219,0,0,0,0,0,0,0,3.981428798384023E7,0,0,0,0,0,0,0,0,0,0,0,0,0,6699734.402973286,0,0,0,0,5055781.7831282625,0,0,0,0,0,7231514.496590307,0,8324782.1033870615,0,3488262.1723006153,0,0,0,0,0,6863610.1550724935,6539823.202461717,3.55978297271005E7,0,0,0,0,5139719.763701811,0,5470633.922419426,0,0,0,0,0,0,0,7343227.146583728,0,0,0,0,0,0,0,0,0,0,0,
931,295.2267888387044,7.709527183333331,0,1008940.1847098438,0,2625849.046392918,1.5917982235623775E7,0,0,0,2257615.4989097123,0,0,1420574.392373991,0,2663538.060711609,0,0,0,3766433.1338381222,0,0,0,0,0,2072727.0871252508,0,0,0,741982.1866398824,0,2927513.0351092564,0,5516214.733655836,0,0,2352726.719960807,3136639.1752618453,0,0,0,6780153.424898462,2.7321295430184066E7,1.799703426501524E7,2.6582077194457136E7,3887233.2162855067,1.662337238607321E7,1.116020653484083E7,1.914472867675945E7,1.3627742611352472E7,6293938.894861941,3046919.176837138,1.2986795313905366E7,2737354.693659956,1818025.3030901183,1345471.3553441928,1926916.2019861771,8862370.135891322,2558818.9725011284,0,5783273.716060936,4232076.062426344,1660753.4121521,0,1403556.2543244455,5069920.288899035,4816934.468340812,0,7232746.7315839175,1.811389744616178E7,3736118.9337737015,935725.4126162096,6282097.514736618,1.2156873332176479E7,1.4183190654520923E7,4480872.212696261,9581613.393592978,3760433.4461791515,0,2.039681337845627E7,0,0,0,0,0,0,
932,190.98653302873885,0.6818445492857144,0,3600576.603981264,0,0,0,0,0,0,0,2463125.207319713,0,0,0,0,0,0,3577508.6493198965,0,0,8065779.26816247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7479907683931604E7,2.3232515742192846E7,0,0,5843470.398955463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8736548.614777928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641852.354982389,0,1.0919407140789298E7,0,0,5567402.871388705,0,3593841.8254181426,4773570.751361346,0,4082043.3993510366,0,
933,209.04832998136195,0.6036656853658536,0,1931831.9356848102,2429061.0712393685,1250696.538527466,3315422.18889679,2.1192216504909508E7,0,0,0,5447161.443726959,0,0,5314530.785728416,0,0,0,4607325.431826075,2546335.964983875,0,4268184.540870547,4046537.80415053,0,0,0,3587435.984379694,0,0,0,0,0,0,0,0,0,5124545.884215159,0,8925242.304269811,0,0,0,0,0,7516940.79526746,2.414178420238536E7,0,1639038.8062635004,0,4404121.851304296,1672791.5193900377,4863624.448741068,1771088.2975759306,2074960.6544671422,1407261.2309395294,9427077.13137217,0,1009559.8163034463,3110373.836252214,7679338.31370358,0,2944317.619199682,0,3069133.486134321,0,2617840.3421662697,1862504.1678382037,0,2419191.663177937,0,0,3631383.2290588124,3025966.7197846123,1766464.7951612424,5874023.040274612,5514146.478682572,3227359.157095126,0,2498228.602261988,5792913.17839167,0,3060540.9555150787,0,0,0,0,
934,991.5593973795573,9.607329016666666,0,1520094.781288731,0,0,0,0,3473723.6137398733,0,0,0,0,0,1.0644372424843566E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797359.784246324,0,0,0,0,0,0,0,0,0,0,0,0,0,1392886.2830728325,1773603.7803273425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
935,1193.489501953125,5.2416286,0,992739.2877059969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
937,136.0616512298584,1.1057988416666669,0,4421526.144095441,0,0,0,0,0,1.5025954691405248E7,0,0,0,0,0,0,0,0,6438208.455779063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535108.429473746,0,0,0,0,0,7672389.418734749,0,0,0,0,0,0,0,0,0,0,5347814.889755344,0,3889111.391953875,0,0,2775496.120350939,3953988.7084545936,3755303.8546830053,8114903.326306126,0,0,0,0,0,4573480.699257464,0,0,0,0,0,0,0,0,0,0,0,0,0,
