row ID,row m/z,row retention time,20220513_PMA_DBGI_01_04_001.mzML Peak area,20220513_PMA_DBGI_01_04_002.mzML Peak area,20220513_PMA_DBGI_01_04_004.mzML Peak area,20220513_PMA_DBGI_01_04_007.mzML Peak area,20220513_PMA_DBGI_01_04_012.mzML Peak area,20220513_PMA_DBGI_01_04_013.mzML Peak area,20220513_PMA_DBGI_01_04_016.mzML Peak area,20220513_PMA_DBGI_01_04_018.mzML Peak area,20220513_PMA_DBGI_01_04_019.mzML Peak area,20220513_PMA_DBGI_01_04_021.mzML Peak area,20220513_PMA_DBGI_01_04_023.mzML Peak area,20220513_PMA_DBGI_01_04_024.mzML Peak area,20220513_PMA_DBGI_01_04_025.mzML Peak area,20220513_PMA_DBGI_01_04_026.mzML Peak area,20220513_PMA_DBGI_01_04_027.mzML Peak area,20220513_PMA_DBGI_01_04_028.mzML Peak area,20220513_PMA_DBGI_01_04_029.mzML Peak area,20220513_PMA_DBGI_01_04_035.mzML Peak area,20220513_PMA_DBGI_01_04_036.mzML Peak area,20220513_PMA_DBGI_01_04_037.mzML Peak area,20220513_PMA_DBGI_01_04_038.mzML Peak area,20220513_PMA_DBGI_01_04_040.mzML Peak area,20220513_PMA_DBGI_01_04_044.mzML Peak area,20220513_PMA_DBGI_01_04_045.mzML Peak area,20220513_PMA_DBGI_01_04_048.mzML Peak area,20220513_PMA_DBGI_01_04_049.mzML Peak area,20220513_PMA_DBGI_01_04_053.mzML Peak area,20220513_PMA_DBGI_01_04_054.mzML Peak area,20220513_PMA_DBGI_01_04_056.mzML Peak area,20220513_PMA_DBGI_01_04_059.mzML Peak area,20220513_PMA_DBGI_01_04_060.mzML Peak area,20220513_PMA_DBGI_01_04_062.mzML Peak area,20220513_PMA_DBGI_01_04_074.mzML Peak area,20220513_PMA_DBGI_01_04_076.mzML Peak area,20220513_PMA_DBGI_01_04_077.mzML Peak area,20220513_PMA_DBGI_01_04_078.mzML Peak area,20220513_PMA_DBGI_01_04_079.mzML Peak area,20220513_PMA_DBGI_01_04_087.mzML Peak area,20220513_PMA_DBGI_01_11_001.mzML Peak area,20220513_PMA_DBGI_01_11_002.mzML Peak area,20220513_PMA_DBGI_01_11_003.mzML Peak area,20220513_PMA_DBGI_01_11_004.mzML Peak area,20220513_PMA_DBGI_01_11_005.mzML Peak area,20220513_PMA_DBGI_01_11_006.mzML Peak area,20220513_PMA_DBGI_01_11_007.mzML Peak area,20220513_PMA_DBGI_01_11_008.mzML Peak area,20220513_PMA_DBGI_01_11_009.mzML Peak area,20220513_PMA_DBGI_01_11_010.mzML Peak area,20220513_PMA_DBGI_01_11_011.mzML Peak area,20220513_PMA_DBGI_01_11_012.mzML Peak area,20220513_PMA_DBGI_01_11_013.mzML Peak area,20220513_PMA_DBGI_01_11_014.mzML Peak area,20220513_PMA_DBGI_01_11_015.mzML Peak area,20220513_PMA_DBGI_01_11_016.mzML Peak area,20220513_PMA_DBGI_01_11_017.mzML Peak area,20220513_PMA_DBGI_01_11_018.mzML Peak area,20220513_PMA_DBGI_01_11_019.mzML Peak area,20220513_PMA_DBGI_01_11_020.mzML Peak area,20220513_PMA_DBGI_01_11_021.mzML Peak area,20220513_PMA_DBGI_01_11_022.mzML Peak area,20220513_PMA_DBGI_01_11_023.mzML Peak area,20220513_PMA_DBGI_01_11_024.mzML Peak area,20220513_PMA_DBGI_01_11_025.mzML Peak area,20220513_PMA_DBGI_01_11_026.mzML Peak area,20220513_PMA_DBGI_01_11_027.mzML Peak area,20220513_PMA_DBGI_01_11_028.mzML Peak area,20220513_PMA_DBGI_01_11_029.mzML Peak area,20220513_PMA_DBGI_01_11_030.mzML Peak area,20220513_PMA_DBGI_01_11_031.mzML Peak area,20220513_PMA_DBGI_01_11_032.mzML Peak area,20220513_PMA_DBGI_01_11_033.mzML Peak area,20220513_PMA_DBGI_01_11_034.mzML Peak area,20220513_PMA_DBGI_01_11_035.mzML Peak area,20220513_PMA_DBGI_01_11_036.mzML Peak area,20220513_PMA_DBGI_01_11_037.mzML Peak area,20220513_PMA_DBGI_01_11_038.mzML Peak area,20220513_PMA_DBGI_01_11_039.mzML Peak area,20220513_PMA_DBGI_01_11_040.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl01.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl01_20220514021041.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl02.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl02_20220514022633.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl03.mzML Peak area,20220513_PMA_DBGI_01_11_Ctrl03_20220514024225.mzML Peak area,
5202,768.4884948730469,5.423007950000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7874261.574144043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1643576426282361E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5203,393.3512725830078,5.208255100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2053363856076665E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9084406600281455E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5204,663.3174896240234,4.1262356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8799588.476919198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8082256.427342288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5205,385.1183288574219,0.589361454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6909074697501685E7,0,0,0,0,6103372.660652722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.611038299583595E7,0,0,0,0,5914230.531264082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.425540908939268E7,0,0,0,0,0,0,
5206,239.09132385253906,6.0882367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8564400.030159844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5207,457.1547546386719,5.1871273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6714483.67826931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1469516715161491E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5208,279.1072540283203,5.2029208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8964978.526775863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7177334293830276E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5210,441.16017150878906,5.2029208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6563411.125874643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7388172208460934E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5211,161.05971145629883,2.3624435999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279482.298437028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6168089265782041E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5212,752.4584045410156,5.03397555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113837.960024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3871980184736593E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5213,1060.56884765625,5.9141831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6547569.273736134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5214,441.1602783203125,6.6151034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1196484633483093E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5215,454.3417663574219,10.2042515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2590156034607327E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2934294812330006E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5216,303.0646514892578,2.5573717499999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8585304.881557534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0380332258919934E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5217,393.3512725830078,6.8764201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.415644988567833E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5218,263.0525665283203,2.3624435999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6552038.4218104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1749467110346895E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5219,311.0995635986328,0.5858455300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2982162436160482E7,0,0,0,2479364.586804545,0,0,0,0,1876342.53199275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0628529293248065E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034379012666914E7,0,0,0,0,0,0,
5221,587.2182006835938,6.559573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7388081.738687265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5222,393.35118103027344,5.527752100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6165300.773916407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.254059189715601E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5223,411.36175537109375,5.4175486500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435932.262922728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2243689657114428E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5224,393.3512268066406,6.4054859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1205977142081304E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5225,411.3619384765625,6.4054859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0564210032958435E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5227,243.13380432128906,1.7785334999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8501816.83907757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5228,222.11240005493164,1.7465209499999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8907049.983484125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059935.810324506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5229,309.1177062988281,5.2029208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5912718.532062397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896115047214446E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5230,505.264404296875,3.20780425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8039337.4815086005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8564139.060028926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5232,393.13673909505206,1.3535703000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.450764493370626E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594449.530189873,0,0,0,0,0,0,0,0,0,0,0,1.5891056337815251E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5233,603.2132263183594,4.9415343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508290.518285454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5863332123120824E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5234,211.16923014322916,2.4758220666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8208453.0285012685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9742120.492841996,0,0,0,0,3.894549400215513E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5235,327.1589813232422,4.7180149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5322499.011888358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4114259.666251041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5236,930.5415649414062,5.1871273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6054401.20997405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741382.672563417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5237,309.1177978515625,6.6151034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1280282494380848E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5238,181.04940795898438,4.2434287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6982000.175067251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5155568.259423966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5239,249.18457794189453,5.527752100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299207.911930034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059014587399499E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5240,603.2127380371094,5.2029208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210148.040006885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252064071825222E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5241,234.57261657714844,0.5723779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2903384132708102E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787083710363699E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5242,279.10723876953125,5.4130535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5348713.60522748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5244,549.3438110351562,4.58946905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8551864.626457736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3381247104641661E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5245,419.1523742675781,1.66841285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6674822.701305761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7305377.079844499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5247,267.08624267578125,7.2507936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6329512.923597464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5248,935.4963989257812,6.4054859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8417488.739711918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5249,297.0968322753906,5.5272975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5985771.337343684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5250,174.07598876953125,5.1871273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5588369.849178045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8467451.609197132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5251,515.3595275878906,4.55891115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5864786859887093E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8938238576058496E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5253,768.4888916015625,6.559573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9704702.876647115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5255,461.228515625,2.4811892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8612832.475695005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5256,239.09132385253906,6.559573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6069205.8508222625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5257,139.03892517089844,3.3598983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5749837.727859195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5258,457.36720275878906,6.7749634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988179.699064592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5259,247.16883850097656,5.4175486500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114197.508616971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8427730.442525433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5260,435.1263427734375,1.66841285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6358352.722570508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245853.421882749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5261,429.0791931152344,3.4807666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7736766.250782392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102974.825717503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5262,1060.5687255859375,4.9378277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5448990.595174829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5263,267.08628845214844,5.57895555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4248819.576817459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4617622340847874E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5264,137.05965423583984,6.2825289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6592336.043206229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148435.3618630064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5265,423.3258056640625,6.465035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8870809.493543692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5266,199.06005859375,4.2434287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5874135.4812788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359460.4670962095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5267,225.07572174072266,4.9415343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436636.209567087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2610997293613968E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
